КОПУК,Название,Директор,Телефон,Факс,E-mail,Сайт,Адрес,ИНН,Начало,Конец,"Количество помещений (зданий) - всего, единиц    ","из них (из гр.2) доступны для инвалидов и лиц с нарушением: зрения, единиц","из них (из гр.2) доступны для инвалидов и лиц с нарушением: слуха, единиц","из них (из гр.2) доступны для инвалидов и лиц с нарушением: опорно-двигательного аппарата, единиц",из общего количества помещений (зданий) (из гр.2) объекты культурного наследия федерального значения,из общего количества помещений (зданий) (из гр.2) объекты культурного наследия регионального значения,из общего количества помещений (зданий) (из гр.2) техническое состояние помещений (зданий) - требуют капитального ремонта,из общего количества помещений (зданий) (из гр.2) техническое состояние помещений (зданий) - аварийные,из общего количества помещений (зданий) (из гр.2) по формам пользования - в оперативном управлении,из общего количества помещений (зданий) (из гр.2) по формам пользования - арендованные,из общего количества помещений (зданий) (из гр.2) по формам пользования - прочие,"Количество концертных залов, единиц","вместимость основного (ых) зала (ов), мест","из них (из гр.14) доступны для лиц с нарушением опорно-двигательного аппарата, мест","Вместимость дополнительных залов, мест","из них (из гр.16) доступны для лиц с нарушением опорно-двигательного аппарата, мест","Количество дополнительных репетиционных помещений, единиц","Площадь дополнительных репетиционных помещений, кв м","Численность работников списочного состава на конец года - всего, человек","из них (из гр.20) основной персонал, человек","из них (из гр.20) имеют инвалидность, человек","из них (из гр.20) прошли обучение (инструкти-рование) по вопросам, связанным с предоставлением услуг инвалидам, человек",Количество оборудования для показа постановок для лиц с нарушением (единиц): зрения,Количество оборудования для показа постановок для лиц с нарушением (единиц): слуха,"Число единиц специализированного оборудования для инвалидов, единиц","Наличие доступа в Интернет (да-1, нет-0)","Наличие доступа в Интернет для посетителей из фойе (да-1, нет-0)","Наличие электронной почты (да-1, нет-0)","Наличие собственного Интернет–сайта или Интернет-страницы (да-1, нет-0)","Наличие собственного Интернет–сайта или Интернет–страницы, доступной для слепых и слабовидящих (да-1, нет-0)","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число концертов в пределах своего региона  (сумма строк 02, 04, 05) - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число мероприятий - всего, единиц","из них для детей, единиц ","Число мероприятий - всего, единиц","из них для детей, единиц ","Число мероприятий на гастролях за рубежом- всего, единиц","из них для детей, единиц ","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,значение,значение,значение,значение,значение
087697,Ростовский муниципальный духовой оркестр,Баринов Александр Викторович,8(485)247-80-01,null,corno57@mail.ru,null,"152151, Ярославская обл., район Ростовский, город Ростов, площадь Советская, дом 5",7609012975,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,,,,,,,,,,,,,,,,,,,24,22,,,,,,,,,,,,,,,,,,,,,,,,,25,5,2,,3,29,6,,,,,,,,25,5,2,,3,29,6,25,5,2,,3,29,6,25,5,2,,3,29,6,25,5,2,,3,,,,,,,,,,,,,,1,1,
088079,"Ансамбль ""Казачий пикет""",Залевский Сергей Викторович,8(865)229-18-54,null,kazachiy_piket@mail.ru,kazachiy-piket.ru,"355047, Ставропольский край, город Ставрополь, улица Бруснева, дом 2/3а",2635059272,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,4,,,,,,,,4,,,,,,,,,,10,8,,,,,,true,,true,true,,,,,,,,,,,,,,,,89,20,,,,37.6,1.8,,,,,,,,89,20,,,,37.6,1.8,89,20,,,,37.6,1.8,89,20,,,,37.6,1.8,83,20,,,,3,,,,,,,,,,,1,,1,1,
088100,"Казачий ансамбль песни и пляски ""Вольная степь""",Берченко Александр Васильевич,8(865)239-12-51,null,freesteppe@mail.ru,null,"355047, Ставропольский край, город Ставрополь, улица Бруснева, дом 2/3а",2634075190,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,,,,,,1,,,,,,,,3,245,47,43,1,,,,,,,,,,,,,,,,,,,,,,,,64,4,,,,38,1.2,,,,,,,,64,4,,,,38,1.2,64,,,,,,,64,,,,,38,1.2,53,9,,,,14,,,,4,,,,,,,5,3,1,1,
088191,"Театр совр.танца г.Улан-Удэ ""Угол зрения""",Бородин Владимир Вениаминович,8(846)207-44-35,null,stranafestival@mail.ru,ugolzreniya-uu.com,"670004, Респ. Бурятия, город Улан-Удэ, улица Радикальцева, дом 5А",0326010195,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,,,,,,,,,,,,,,,,,,,22,21,,,,,,,,true,true,,,,,,,,,,,,,,,,10,,,,,1.8,,,,,,,,,10,,,,,1.8,,10,,,,,1.8,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,,
089071,"Камерный хор ""Распев""",Колесникова Наталья Александровна,8(492)245-15-69,null,raspevna@mail.ru,raspev.ru,"600000, Владимирская обл., город Владимир, улица Большая Московская, дом 33",3329023712,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,5,,,,,,,,,1,4,1,300,,,,,,42,40,,,,,,true,,true,true,,16,1,,,,3.3,0.1,16,1,,,,3.3,0.1,43,2,,,,19.9,1.3,,,,,,,,59,3,,,,23.2,1.4,59,3,,,,23.2,1,59,3,,,,,,43,,,,,,,,,,,,,,,,,,1,1,4
089086,"Ансамбль народной музыки ""Вишенка""",Захарчук Марина Александровна,8(492)253-45-51,null,dkm-vladimir@yandex.ru,vishenka-vladimir.ru,"600007, Владимирская обл., город Владимир, улица Мира, дом 55",3329031544,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,3,,,,,,,,,,3,,,,,,2,44.3,20,14,,20,,,,true,,true,true,true,,,,,,,,,,,,,,,160,3,,,,46.6,1.4,,,,,,,,160,3,,,,46.6,1.4,160,3,,,,46.6,1.4,160,3,,,,46.6,1.4,148,3,,,,,,,,,,,,,,,9,,1,1,
089090,Владимирский городской духовой оркестр,Маркин Артем Эдуардович,8(492)232-63-65,8(492)232-45-59,mark@mark1.elcom.ru,null,"600000, Владимирская обл., город Владимир, улица Большая Московская, дом 28",3329031600,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,5,,,,,,,,,5,,1,350,,,,2,28.4,48,44,,,,,,true,,true,true,,5,1,,,,0.9,0.30000000000000004,5,1,,,,0.9,0.30000000000000004,57,,,,,0.4,,,,,,,,,62,1,,,,1.3,0.30000000000000004,62,1,,,,1.3,0.30000000000000004,62,1,,,,1.3,0.30000000000000004,51,,,,,,,,,,,,,,,,,,2,2,
089851,"Ансамбль танца ""Мэнго""",Нюмен Марк Арнольдович,8(914)782-00-33,null,mengo.cam@mail.ru.,null,"Камчатский край, город Вилючинск",8200001711,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,,,,,,,1,,,,,,,,,29,29,,,,,,true,,true,,,,,,,,,,,,,,,,,18,,,,,24.1,,3,,,,,1.5,,21,,,,,25.6,,21,,,,,25.6,,,,,,,,,24,,,,,,,,,,,,,,,,,,1,,9
065927,Энгельсская районная конц.организация,Назаров Артур Геннадьевич,8(845)395-96-24,null,muerko@mail.ru,null,"413112, Саратовская обл., город Энгельс, улица Воронежская, дом 56",6449042039,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,1,,,1,,,,1,1,70,,,,1,35,37,32,,,,,,true,,true,true,,15,2,,,,0.6000000000000001,0.1,15,2,,,,0.6000000000000001,0.1,71,4,,,,13.5,0.6000000000000001,,,,,,,,86,6,,,,14.1,0.7000000000000001,86,6,,,,14.1,0.7000000000000001,24,2,,,,3.2,0.30000000000000004,77,6,,,,5,,5,,,,,,,,,5,,2,1,1
066101,Свердловская гос. акад.филармония,Колотурский Александр Николаевич,8(343)371-48-44,null,filarm@sgaf.ru,sgaf.ru,"620075, Свердловская обл., город Екатеринбург, улица Карла Либкнехта, дом 38а",6660000720,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,3,3,,3,,3,3,,3,,,2,688,668,120,120,5,404,408,324,4,10,,,2,true,,true,true,,253,14,,,253,140,8,226,14,,,226,138,8,1380,1199,,,,176,120,,,,,,,,1633,1213,,,253,316,128,1447,1213,,,253,238,128,1633,1213,,,253,316,128,3498,2359,,,,9,,9,,70,,7,7,,,,3,8,5,5,24
